student_id,data_split,age,semester,program_stream,institution_type,residence_mode,scholarship_holder,current_gpa,failed_subjects,backlog_count,credits_completion_ratio,attendance_pct,attendance_velocity_14d,consecutive_absent_days,lms_active_hours_week,lms_activity_velocity_pct,assignment_completion_pct,avg_assignment_delay_days,missed_assessments,fee_overdue_days,scholarship_delay_days,financial_support_requested,paid_work_hours_week,family_responsibility_hours_week,course_satisfaction_1_5,career_uncertainty_1_5,prerequisite_gap_score,language_transition_score,commute_minutes_one_way,hostel_issue_score,campus_belonging_1_5,mentor_interactions_month,overwhelmed_score_1_5,support_requested,F1_academic_difficulty,F2_attendance_decline,F3_low_engagement,F4_financial_stress,F5_work_pressure,F6_family_responsibility,F7_course_mismatch,F8_transition_language_gap,F9_commute_housing,F10_low_belonging_support,F11_wellbeing_support_need,synthetic_risk_probability,risk_tier,dominant_risk_factor,secondary_risk_factor,dropout_label,student_outcome,confirmed_exit_reason,generation_version
SYN04757,TRAIN,22,4,Health/Allied,Government-Aided,PG/Rented,1,8.77,1,2,0.992,87.0,-5.1,3,10.4,53.9,87.5,1.6,0,26,28,0,0.0,0.8,4.9,2.4,0.157,0.453,21,0.07,3.4,3,1.3,0,10.0,23.2,13.9,35.6,26.0,19.8,11.5,54.0,15.7,31.1,17.1,0.0563,LOW,Transition / language / prerequisite gap,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04758,TEST,23,2,Arts/Humanities,Government,Hostel,0,7.22,0,0,0.88,85.6,-0.6,0,6.4,-27.9,65.0,7.2,2,64,0,0,13.5,10.0,2.8,3.4,0.42,0.428,12,0.457,3.0,0,2.5,0,18.2,19.5,46.8,40.6,31.6,24.7,50.1,61.1,46.5,39.4,50.3,0.3051,LOW,Transition / language / prerequisite gap,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04759,TRAIN,19,3,Arts/Humanities,Private,Hostel,0,5.8,3,2,0.758,84.4,0.6,1,10.8,10.8,77.6,4.3,2,60,0,0,22.3,10.3,3.2,2.5,0.169,0.14,4,0.225,3.2,2,3.0,0,50.8,29.9,30.5,32.7,37.9,47.0,25.5,15.5,14.7,45.4,57.4,0.3256,LOW,Wellbeing / support need,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04760,TRAIN,20,5,Health/Allied,Government-Aided,Hostel,1,6.4,3,5,0.563,77.9,0.2,4,15.5,11.9,85.1,1.5,1,4,19,1,0.0,0.0,4.3,2.2,0.449,0.389,5,0.126,5.0,5,1.3,0,63.3,33.1,29.5,33.4,21.5,9.9,20.0,41.1,2.4,8.3,33.4,0.1331,LOW,Academic difficulty,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04761,VALID,20,7,Engineering/Technology,Government-Aided,With Family,1,7.55,2,2,0.805,87.6,-3.4,5,13.3,-7.3,65.4,1.7,3,19,5,0,0.0,4.1,4.8,2.4,0.191,0.139,56,0.096,3.0,3,3.8,1,30.9,28.9,37.3,22.1,29.6,13.6,25.6,15.6,41.2,33.5,73.6,0.2265,LOW,Wellbeing / support need,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04762,VALID,28,5,Commerce/Management,Government-Aided,PG/Rented,1,8.01,2,1,0.776,83.6,-6.0,4,14.1,20.1,92.8,1.2,0,27,0,0,0.0,6.1,5.0,1.4,0.127,0.232,14,0.0,4.3,4,2.9,1,15.9,30.1,8.4,38.1,29.9,14.3,8.9,17.3,7.7,23.8,47.5,0.0533,LOW,Wellbeing / support need,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04763,TRAIN,22,6,Arts/Humanities,Government-Aided,With Family,0,8.57,1,1,0.91,83.6,-3.9,1,15.3,6.6,85.7,4.0,1,62,0,0,0.0,14.3,4.5,1.9,0.069,0.146,56,0.0,2.5,2,2.5,0,8.6,24.4,20.3,56.1,32.3,20.0,13.7,18.6,37.4,61.1,30.0,0.1349,LOW,Low belonging / weak mentor support,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04764,TRAIN,22,4,Science,Government-Aided,PG/Rented,0,6.49,4,4,0.639,76.4,-13.1,3,10.5,-2.8,77.4,6.2,3,44,0,1,0.0,7.6,5.0,1.5,0.267,0.0,20,0.012,4.3,3,2.5,0,48.0,38.6,33.2,21.4,12.9,24.3,8.0,10.3,18.5,23.9,36.7,0.1263,LOW,Academic difficulty,Attendance decline,0,TRANSFERRED,,SIH_SYN_V1_2026-08-22
SYN04765,TRAIN,21,1,Science,Private,Hostel,0,7.94,2,3,0.903,78.8,8.5,4,9.4,10.8,84.8,0.8,2,0,0,0,1.9,4.7,2.1,2.1,0.118,0.161,30,0.65,3.4,1,4.5,1,20.3,28.6,24.9,2.1,4.0,14.6,43.7,25.6,83.4,34.0,67.0,0.1422,LOW,Commute / housing / accessibility,Wellbeing / support need,0,TRANSFERRED,,SIH_SYN_V1_2026-08-22
SYN04766,TEST,20,1,Engineering/Technology,Government-Aided,PG/Rented,0,6.87,1,3,0.861,69.9,-0.9,5,6.9,-40.5,65.0,8.8,2,34,0,0,0.0,15.0,1.4,4.5,0.393,0.357,14,0.058,4.2,3,3.1,0,35.7,35.3,60.9,35.3,33.5,55.1,71.8,65.0,8.3,31.7,55.4,0.5658,MODERATE,Course mismatch / low interest,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04767,TEST,21,5,Other,Government-Aided,With Family,0,5.89,3,4,0.789,77.0,-7.4,2,12.6,-19.9,67.4,6.3,1,40,0,0,0.0,0.0,3.9,3.1,0.314,0.138,76,0.197,4.2,2,2.4,0,47.2,31.7,30.5,10.1,11.2,7.0,46.2,20.2,63.2,32.3,30.4,0.162,LOW,Commute / housing / accessibility,Academic difficulty,0,TEMPORARY_BREAK,,SIH_SYN_V1_2026-08-22
SYN04768,TRAIN,20,3,Arts/Humanities,Government-Aided,With Family,1,5.69,2,3,0.675,73.9,-0.5,4,9.7,-19.1,61.3,5.3,2,66,22,1,15.2,11.5,4.7,1.0,0.33,0.328,67,0.037,3.5,3,2.1,0,50.1,36.3,53.7,46.6,30.2,30.0,17.9,39.2,47.7,25.1,45.5,0.4192,MODERATE,Low learning engagement,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04769,TRAIN,19,6,Health/Allied,Private,PG/Rented,0,8.29,1,3,0.793,73.1,-12.0,4,10.3,-24.6,56.6,3.6,3,52,0,0,0.0,5.2,4.2,1.3,0.171,0.0,24,0.113,4.3,4,4.1,1,31.2,42.5,54.2,31.4,18.7,15.3,15.6,12.5,48.5,18.9,68.1,0.248,LOW,Wellbeing / support need,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04770,TRAIN,23,2,Commerce/Management,Government,PG/Rented,0,5.69,4,5,0.687,65.1,-14.0,7,10.2,-14.3,64.2,4.8,3,55,0,0,12.6,12.4,2.6,2.6,0.429,0.093,46,0.035,3.0,3,3.0,0,66.9,62.6,49.4,39.4,38.0,55.9,42.3,18.8,63.0,52.7,52.4,0.8107,CRITICAL,Academic difficulty,Commute / housing / accessibility,1,DROPOUT,FAMILY_RESPONSIBILITY,SIH_SYN_V1_2026-08-22
SYN04771,VALID,19,5,Arts/Humanities,Private,Hostel,1,7.32,2,3,0.833,76.1,5.0,3,11.4,-10.0,75.4,4.6,0,42,18,0,0.0,12.6,5.0,1.3,0.421,0.366,10,0.235,4.3,4,1.8,0,38.0,34.3,27.5,38.2,41.9,44.5,12.7,45.8,20.2,24.9,27.7,0.2223,LOW,Transition / language / prerequisite gap,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04772,TRAIN,21,5,Health/Allied,Government,Hostel,0,7.72,1,1,0.95,73.9,-11.5,4,15.3,-16.3,84.3,5.8,2,30,0,0,0.0,4.9,2.4,1.7,0.065,0.137,22,0.343,4.2,3,2.5,0,19.7,30.2,20.5,32.6,25.2,18.8,40.4,11.5,41.4,11.1,44.0,0.1029,LOW,Wellbeing / support need,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04773,TEST,21,8,Engineering/Technology,Private,With Family,0,8.85,2,1,0.836,82.4,8.4,0,16.5,-25.9,76.5,3.7,3,54,0,1,7.2,15.3,3.4,2.6,0.0,0.075,25,0.0,3.2,4,2.2,0,19.6,25.7,40.0,28.9,20.1,22.4,43.8,3.7,8.0,29.6,41.2,0.1454,LOW,Course mismatch / low interest,Wellbeing / support need,1,DROPOUT,TRANSITION_OR_LANGUAGE_GAP,SIH_SYN_V1_2026-08-22
SYN04774,VALID,23,1,Commerce/Management,Government-Aided,With Family,0,5.21,3,4,0.694,76.5,-5.8,3,5.7,7.6,73.4,3.2,2,19,0,0,0.0,9.0,2.5,1.5,0.288,0.38,64,0.239,4.0,3,2.3,0,52.8,42.0,38.2,26.7,30.7,6.8,34.4,26.9,36.5,21.6,29.2,0.2727,LOW,Academic difficulty,Attendance decline,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04775,TEST,27,3,Science,Private,Hostel,1,6.86,1,1,0.839,92.7,12.2,1,11.9,12.0,79.8,4.7,2,27,45,0,8.1,4.5,4.2,1.0,0.48,0.482,14,0.207,4.4,1,4.2,0,20.5,10.0,18.4,36.2,25.9,9.2,9.3,57.2,16.2,22.7,69.8,0.0535,LOW,Wellbeing / support need,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04776,VALID,23,7,Arts/Humanities,Private,Hostel,1,8.99,1,2,0.973,83.9,9.1,2,12.9,-2.3,69.3,3.6,2,20,31,0,0.0,9.4,3.8,1.0,0.13,0.151,17,0.357,3.9,3,2.4,0,19.1,26.0,34.1,34.8,21.8,31.5,5.1,10.1,37.0,32.3,24.7,0.0933,LOW,Commute / housing / accessibility,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04777,TRAIN,21,4,Commerce/Management,Private,PG/Rented,0,6.86,2,4,0.922,62.0,-18.3,6,8.0,-37.5,62.8,6.6,2,63,0,0,0.0,11.1,2.8,2.3,0.159,0.02,9,0.152,3.1,4,3.2,1,34.5,56.2,54.3,63.7,40.3,15.0,45.5,5.9,10.6,50.5,69.7,0.6012,MODERATE,Wellbeing / support need,Financial stress,1,DROPOUT,LOW_CAMPUS_SUPPORT,SIH_SYN_V1_2026-08-22
SYN04778,VALID,19,3,Science,Government,With Family,0,6.55,1,2,0.839,92.5,5.6,1,8.2,-14.6,65.4,2.2,1,54,0,0,0.0,16.9,2.6,2.9,0.148,0.0,25,0.034,4.3,3,3.0,0,25.5,20.0,38.3,16.2,12.6,37.0,49.8,2.9,24.7,36.8,60.4,0.1519,LOW,Wellbeing / support need,Course mismatch / low interest,0,TEMPORARY_BREAK,,SIH_SYN_V1_2026-08-22
SYN04779,VALID,26,2,Commerce/Management,Private,Hostel,0,6.89,2,3,0.885,81.3,-4.4,4,7.7,-36.4,80.6,3.6,3,39,0,1,0.0,12.2,3.7,2.6,0.35,0.282,11,0.206,4.3,4,4.2,0,35.5,32.7,36.4,44.9,49.2,31.5,39.0,27.3,15.0,15.3,61.4,0.3684,LOW,Wellbeing / support need,Employment/work pressure,0,TRANSFERRED,,SIH_SYN_V1_2026-08-22
SYN04780,TRAIN,20,1,Arts/Humanities,Government,With Family,0,7.22,2,3,0.754,76.5,-2.6,2,8.3,-9.1,79.1,4.8,1,0,0,1,19.6,9.1,3.4,2.8,0.222,0.294,31,0.051,3.8,3,1.8,1,43.3,38.9,35.9,24.1,35.2,22.7,51.1,36.6,20.3,23.7,22.5,0.1934,LOW,Course mismatch / low interest,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04781,VALID,20,3,Commerce/Management,Private,PG/Rented,0,7.02,2,2,0.87,89.7,0.4,0,10.8,17.5,66.5,3.3,0,32,0,0,0.0,5.7,3.3,2.6,0.174,0.187,39,0.121,1.9,1,1.4,1,28.6,12.9,30.8,13.2,13.8,26.7,56.4,12.1,56.5,76.7,25.0,0.1349,LOW,Low belonging / weak mentor support,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04782,TRAIN,20,7,Engineering/Technology,Private,PG/Rented,0,8.34,2,1,0.78,75.9,-6.2,3,14.6,-9.7,78.5,0.0,1,93,0,0,23.1,4.0,4.6,2.6,0.29,0.343,48,0.091,4.4,4,3.3,0,29.4,38.5,21.6,43.4,55.9,43.7,25.3,40.7,54.8,12.3,45.5,0.3524,LOW,Employment/work pressure,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04783,TEST,18,1,Commerce/Management,Government-Aided,Hostel,0,6.76,3,3,0.801,82.4,-2.0,4,10.7,-31.2,46.1,7.2,4,11,0,0,0.0,4.7,3.0,3.6,0.267,0.295,17,0.271,3.4,0,4.5,1,33.3,32.0,59.3,8.9,9.9,41.0,65.6,32.3,34.3,39.9,74.0,0.3547,LOW,Wellbeing / support need,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04784,TRAIN,21,4,Arts/Humanities,Private,PG/Rented,1,8.88,1,1,0.94,88.8,-1.5,1,12.4,-24.8,76.2,5.0,2,37,27,1,0.0,3.2,1.8,3.3,0.374,0.336,12,0.13,2.8,3,2.6,0,11.9,7.1,38.4,17.9,14.3,23.1,69.8,55.5,9.3,64.2,40.9,0.1373,LOW,Course mismatch / low interest,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04785,TRAIN,19,1,Health/Allied,Private,Hostel,0,7.27,1,2,0.702,82.8,1.4,2,11.9,-41.5,50.5,2.5,2,53,0,1,0.0,8.1,3.4,1.6,0.227,0.169,17,0.57,5.0,2,2.6,0,41.9,28.0,37.9,36.3,32.0,9.0,19.4,31.8,53.6,11.6,21.5,0.2037,LOW,Commute / housing / accessibility,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04786,TRAIN,22,3,Science,Private,With Family,0,6.27,0,2,0.839,80.4,2.0,4,14.1,-3.8,84.8,2.8,0,95,0,1,0.0,12.0,3.0,2.9,0.216,0.049,49,0.0,3.6,4,2.2,1,39.1,36.6,21.8,76.0,47.8,26.1,64.8,7.0,20.7,28.7,26.5,0.4043,MODERATE,Financial stress,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04787,TRAIN,20,3,Arts/Humanities,Government-Aided,PG/Rented,0,9.14,0,1,0.885,79.7,-20.2,5,7.8,4.0,83.7,6.2,3,29,0,1,10.4,21.6,3.7,1.9,0.171,0.0,28,0.117,2.1,3,3.2,0,6.6,39.3,28.5,19.1,25.5,46.4,36.2,9.5,9.2,66.7,64.1,0.2171,LOW,Low belonging / weak mentor support,Wellbeing / support need,1,DROPOUT,FAMILY_RESPONSIBILITY,SIH_SYN_V1_2026-08-22
SYN04788,VALID,25,4,Arts/Humanities,Private,With Family,0,6.4,3,4,0.575,78.8,-1.4,3,6.7,-37.2,61.9,7.9,3,16,0,1,4.7,8.7,4.5,1.5,0.306,0.363,21,0.0,3.9,2,2.5,0,54.0,26.9,50.1,11.3,12.7,11.0,5.3,41.4,17.4,33.3,49.4,0.1533,LOW,Academic difficulty,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04789,VALID,21,1,Other,Government,With Family,0,7.72,3,2,0.875,75.6,-7.6,5,12.2,6.4,92.0,2.5,1,84,0,1,0.0,0.0,4.7,2.0,0.319,0.22,31,0.019,4.7,4,2.9,1,25.5,36.2,22.1,66.6,37.8,16.1,27.2,26.6,6.1,8.3,50.7,0.2242,LOW,Financial stress,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04790,TRAIN,20,4,Health/Allied,Government-Aided,With Family,0,8.28,1,3,0.858,74.6,-17.5,5,8.8,-7.2,70.0,1.5,3,57,0,1,0.0,8.1,3.9,2.0,0.187,0.047,63,0.153,3.1,3,2.7,1,26.1,37.3,35.2,29.2,18.6,6.3,24.9,14.3,36.8,46.2,57.1,0.1947,LOW,Wellbeing / support need,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04791,TRAIN,20,1,Science,Government,With Family,1,7.18,2,1,0.887,76.3,-9.2,3,12.4,-27.4,73.0,3.4,0,44,12,0,0.0,10.7,3.0,2.5,0.437,0.683,50,0.0,3.5,4,2.9,0,29.7,42.1,33.2,22.9,30.3,17.9,28.8,71.5,51.4,48.1,30.2,0.2595,LOW,Transition / language / prerequisite gap,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04792,TRAIN,18,1,Commerce/Management,Government-Aided,With Family,0,7.93,2,4,0.888,75.1,-18.7,4,10.0,-6.3,77.2,1.7,1,8,0,0,18.8,6.5,3.2,3.1,0.22,0.158,35,0.049,4.0,3,2.0,1,33.7,39.4,28.1,24.3,28.8,20.9,55.2,15.3,21.7,17.2,23.2,0.1432,LOW,Course mismatch / low interest,Attendance decline,1,DROPOUT,ACADEMIC_DIFFICULTY,SIH_SYN_V1_2026-08-22
SYN04793,TEST,22,6,Commerce/Management,Government-Aided,With Family,1,7.92,1,2,0.836,78.1,-1.3,3,13.6,2.9,75.6,2.9,1,57,27,1,0.0,16.8,3.9,1.0,0.355,0.36,55,0.017,3.3,3,3.4,0,25.3,22.4,16.9,46.4,28.4,26.6,12.7,55.3,50.8,28.0,60.9,0.2091,LOW,Wellbeing / support need,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04794,TRAIN,21,5,Engineering/Technology,Government-Aided,With Family,1,8.92,0,1,0.886,90.1,-3.3,4,12.5,-9.6,71.7,2.1,2,43,14,0,11.2,11.5,3.7,1.0,0.315,0.386,47,0.186,4.1,3,2.8,0,9.9,33.2,38.6,23.8,22.3,21.2,11.5,42.9,38.5,5.7,49.1,0.1189,LOW,Wellbeing / support need,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04795,TRAIN,18,5,Arts/Humanities,Government-Aided,With Family,0,6.71,4,5,0.693,72.1,-15.5,6,6.7,-15.2,54.1,6.3,3,0,0,0,16.8,17.0,4.8,1.0,0.375,0.102,47,0.082,4.7,3,3.1,0,53.6,60.5,49.8,28.6,32.5,65.1,16.4,25.6,20.7,17.7,66.1,0.5238,MODERATE,Wellbeing / support need,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04796,TRAIN,22,1,Science,Private,Hostel,0,7.39,1,3,0.741,78.1,0.8,4,10.0,-4.2,70.0,5.7,2,16,0,0,15.4,0.3,4.3,3.5,0.397,0.306,3,0.0,3.6,4,3.0,0,36.5,34.4,30.8,46.4,30.6,11.5,42.3,38.2,6.4,45.9,55.6,0.3229,LOW,Wellbeing / support need,Financial stress,1,DROPOUT,TRANSITION_OR_LANGUAGE_GAP,SIH_SYN_V1_2026-08-22
SYN04797,TEST,20,8,Arts/Humanities,Private,With Family,0,8.31,2,1,0.928,69.7,-6.9,4,12.9,10.5,69.8,2.2,1,67,0,1,22.0,0.0,4.3,1.7,0.196,0.244,45,0.087,4.3,2,3.0,0,16.4,38.4,27.0,59.7,62.1,10.6,20.6,21.1,51.2,18.1,47.0,0.2535,LOW,Employment/work pressure,Financial stress,1,DROPOUT,EMPLOYMENT_PRESSURE,SIH_SYN_V1_2026-08-22
SYN04798,TEST,23,5,Commerce/Management,Private,Hostel,1,8.25,0,1,0.758,79.1,-8.3,3,11.4,-0.9,70.0,3.0,1,80,31,1,0.0,8.7,3.0,3.0,0.361,0.348,13,0.252,4.2,3,2.2,1,27.1,27.4,39.1,44.7,28.8,15.9,41.7,52.5,30.5,24.1,28.4,0.2312,LOW,Transition / language / prerequisite gap,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04799,TEST,20,5,Education,Private,Hostel,0,6.38,4,5,0.634,73.6,-10.5,4,6.9,-37.4,51.0,6.8,3,68,0,1,0.0,12.1,2.5,3.9,0.446,0.241,9,0.173,3.6,2,3.1,0,58.3,49.2,63.7,40.9,25.2,18.0,55.1,35.2,19.5,30.2,71.1,0.6085,MODERATE,Wellbeing / support need,Low learning engagement,1,DROPOUT,FAMILY_RESPONSIBILITY,SIH_SYN_V1_2026-08-22
SYN04800,TRAIN,20,4,Science,Government,Hostel,1,8.92,0,2,0.838,73.5,-14.8,3,6.6,-33.4,68.0,5.0,2,51,41,0,0.0,15.1,3.5,2.8,0.356,0.325,5,0.0,4.7,4,3.1,0,25.5,39.4,54.8,55.5,46.4,52.7,17.0,34.0,15.5,19.8,70.4,0.5006,MODERATE,Wellbeing / support need,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04801,TEST,19,8,Commerce/Management,Government,With Family,0,8.33,1,3,0.802,73.8,-1.7,3,9.9,-17.9,68.2,5.4,4,12,0,0,10.3,0.0,3.9,3.0,0.126,0.084,36,0.0,3.4,3,3.5,0,25.5,38.2,45.0,19.3,14.8,8.7,39.0,13.7,16.7,50.3,74.9,0.2025,LOW,Wellbeing / support need,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04802,TRAIN,23,4,Engineering/Technology,Government-Aided,PG/Rented,0,7.73,1,1,0.924,80.5,-1.4,7,9.9,2.0,81.6,2.4,1,86,0,0,16.3,10.7,4.5,3.1,0.079,0.051,24,0.0,4.7,5,2.8,0,12.7,43.8,23.3,45.6,30.8,27.0,32.2,13.6,17.1,12.1,43.6,0.1777,LOW,Financial stress,Attendance decline,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04803,TRAIN,19,5,Health/Allied,Private,Hostel,0,8.57,2,1,0.917,86.2,-8.5,3,13.6,-6.5,70.4,2.0,2,61,0,0,14.5,12.3,2.5,2.3,0.492,0.558,9,0.137,3.6,3,1.5,0,21.7,19.3,32.1,42.0,32.1,23.7,46.0,63.5,20.1,23.8,24.2,0.1879,LOW,Transition / language / prerequisite gap,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04804,TRAIN,27,4,Education,Government,Hostel,0,5.15,3,4,0.691,81.1,3.4,3,10.8,-26.5,80.8,1.8,1,9,0,0,0.0,3.8,2.9,2.3,0.137,0.122,16,0.2,3.6,2,1.4,0,50.3,35.7,30.7,4.7,19.4,29.9,53.1,11.0,22.4,27.0,19.9,0.1504,LOW,Course mismatch / low interest,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04805,TRAIN,25,1,Engineering/Technology,Private,PG/Rented,0,5.32,3,3,0.665,78.9,-3.1,5,8.5,-34.1,64.7,6.7,2,11,0,0,6.5,4.0,3.0,3.6,0.456,0.409,49,0.146,2.1,3,2.2,0,62.5,44.9,50.0,25.6,14.7,29.7,53.2,55.3,77.3,63.1,32.8,0.611,MODERATE,Commute / housing / accessibility,Low belonging / weak mentor support,1,DROPOUT,TRANSITION_OR_LANGUAGE_GAP,SIH_SYN_V1_2026-08-22
SYN04806,VALID,20,1,Education,Government,With Family,1,7.82,3,3,0.825,87.6,-2.8,1,13.5,14.4,79.2,4.9,0,19,18,0,13.1,0.0,2.4,2.8,0.304,0.267,9,0.0,3.7,3,1.8,0,38.6,22.3,25.8,29.0,37.5,10.2,63.1,28.1,8.0,23.2,28.4,0.1819,LOW,Course mismatch / low interest,Academic difficulty,1,DROPOUT,LOW_CAMPUS_SUPPORT,SIH_SYN_V1_2026-08-22
SYN04807,TEST,20,2,Engineering/Technology,Government,Hostel,1,6.69,2,3,0.839,87.2,-13.2,2,13.1,-8.1,93.1,1.1,1,61,34,0,12.8,0.0,4.2,3.2,0.241,0.158,10,0.435,5.0,3,1.9,0,42.6,32.2,23.4,35.2,34.3,4.0,32.3,18.1,40.7,15.0,22.7,0.119,LOW,Academic difficulty,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04808,TRAIN,20,4,Commerce/Management,Government,Hostel,1,6.75,2,4,0.658,78.1,-2.6,4,11.1,-4.1,72.1,2.7,1,0,0,0,0.0,5.9,2.9,2.9,0.368,0.31,21,0.344,2.3,4,1.0,0,36.4,27.3,36.2,8.9,12.3,19.7,46.6,37.1,41.1,59.1,20.1,0.1426,LOW,Low belonging / weak mentor support,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04809,TRAIN,20,6,Commerce/Management,Private,PG/Rented,1,6.49,3,4,0.737,75.9,-2.8,3,12.4,-0.1,80.2,3.5,2,40,2,0,10.3,3.7,4.1,1.4,0.204,0.134,23,0.085,2.7,2,3.7,1,50.3,43.2,35.0,29.4,27.2,10.3,19.6,2.1,17.1,41.3,62.1,0.2308,LOW,Wellbeing / support need,Academic difficulty,1,DROPOUT,TRANSITION_OR_LANGUAGE_GAP,SIH_SYN_V1_2026-08-22
SYN04810,TEST,19,8,Engineering/Technology,Government-Aided,Hostel,0,7.66,1,1,0.828,85.1,0.9,1,15.4,-13.3,77.7,2.6,2,54,0,0,0.0,0.0,3.2,1.7,0.241,0.413,3,0.017,4.7,4,1.9,0,13.6,34.4,26.1,50.9,44.4,14.7,37.5,51.7,8.6,14.6,41.8,0.1814,LOW,Transition / language / prerequisite gap,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04811,TRAIN,20,4,Other,Private,PG/Rented,0,6.05,3,4,0.687,74.6,-2.4,3,12.0,-34.2,64.6,5.2,2,27,0,0,9.9,5.2,4.3,1.7,0.333,0.087,62,0.154,4.3,3,2.8,0,60.3,32.3,51.4,17.2,16.1,10.5,30.8,5.6,51.5,39.2,48.6,0.2292,LOW,Academic difficulty,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04812,TRAIN,20,4,Other,Government,With Family,0,5.91,4,5,0.779,63.0,-11.4,3,10.6,-25.4,57.1,7.1,2,81,0,0,16.0,16.8,3.8,1.7,0.32,0.195,48,0.0,3.1,3,2.9,0,52.7,42.1,46.2,44.3,47.9,34.9,21.9,19.0,20.3,41.2,40.5,0.445,MODERATE,Academic difficulty,Employment/work pressure,1,DROPOUT,WELLBEING_SUPPORT_NEED,SIH_SYN_V1_2026-08-22
SYN04813,TRAIN,18,7,Commerce/Management,Government,With Family,0,6.05,3,4,0.94,75.2,-0.7,4,7.6,-23.1,78.0,6.0,3,24,0,0,0.0,10.1,5.0,1.1,0.149,0.0,74,0.012,5.0,5,3.1,0,45.2,39.0,37.7,47.9,43.3,35.5,12.1,11.0,53.6,7.2,53.0,0.3431,LOW,Commute / housing / accessibility,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04814,TRAIN,19,2,Science,Private,With Family,0,5.44,3,3,0.605,73.7,3.2,5,6.3,-20.5,65.5,3.3,3,14,0,1,11.7,19.0,3.2,2.1,0.364,0.318,38,0.027,4.3,4,2.8,1,66.8,41.3,44.6,7.2,9.3,48.3,31.5,23.6,24.1,20.4,38.8,0.2473,LOW,Academic difficulty,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN04815,TRAIN,19,4,Engineering/Technology,Government,Hostel,1,4.55,4,5,0.508,67.1,-4.8,1,8.3,-25.0,62.4,7.7,4,45,23,1,0.0,11.3,3.4,1.6,0.305,0.159,22,0.511,1.4,2,3.7,1,76.2,44.9,57.4,19.7,13.4,35.4,26.4,18.3,59.6,70.6,64.2,0.5564,MODERATE,Academic difficulty,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
